gene,pLI
B3GNT6,2.42E-06
CAPN5,3.54E-07
RSF1,0.999999963
ALG8,1.01E-05
TSKU,0.729712731
THRSP,0.00560131
INTS4,0.653071264
NDUFC2-KCTD14,0.626507874
AQP11,0.059172047
CLNS1A,0.095029616
OMP,0.045566821
PAK1,0.670970123
KCTD21,0.291108596
ACER3,0.831594949
AAMDC,0.000474347
KCTD14,0.002892993
NDUFC2,0.625235914
FAM181B,0.216567008
CCDC83,6.83E-07
TMEM126B,0.000531076
EED,0.997671033
PRCP,3.34E-08
SYTL2,2.12E-19
CCDC89,0.005821824
PCF11,0.999999874
RAB30,0.95912396
CCDC90B,0.009063821
NARS2,0.000838256
PICALM,0.97208309
CREBZF,0.036661649
ANKRD42,2.60E-08
TMEM126A,0.004874178
DLG2,0.67354537
C11orf82,5.26E-13
GAB2,0.998921871
TENM4,0.999718776
TRIM49C,0.161108014
NAALAD2,7.02E-15
FZD4,0.920786851
MTNR1B,0.00870273
CHORDC1,0.531116383
C11orf73,0.76998821
TYR,7.26E-21
PRSS23,1.27E-06
TRIM49,0.645523396
CCDC81,2.79E-09
NOX4,8.16E-07
TMEM135,0.879933359
RAB38,0.004717618
GRM5,0.985984068
CTSC,0.000816868
ME3,1.14E-05
FAT3,0.999999814
ANKRD49,0.173264896
CWC15,0.900277212
PANX1,0.003095496
SMCO4,0.00205705
MRE11A,0.001158833
FOLR4,9.45E-09
CCDC67,2.60E-11
HEPHL1,7.16E-28
GPR83,0.032467713
MED17,3.89E-06
FUT4,0.055379992
SLC36A4,2.70E-09
KIAA1731,0.002879756
KDM4D,0.149201647
TAF1D,0.005911467
PIWIL4,7.41E-06
KDM4E,0.764772098
C11orf54,0.007358555
AMOTL1,0.311228186
CCDC82,1.73E-07
CEP57,0.565432341
C11orf70,8.93E-06
TMEM133,0.025317131
JRKL,0.000583511
CNTN5,0.001354061
MAML2,0.998525114
BIRC3,0.886667093
YAP1,0.9985478
KIAA1377,6.77E-13
MTMR2,0.2127686
TRPC6,0.004564105
BIRC2,0.404455648
SESN3,0.994296083
ENDOD1,1.42E-06
TMEM123,0.605287081
FAM76B,0.022449199
PGR,0.884782623
ANGPTL5,1.75E-11
MMP10,1.98E-13
DDI1,5.48E-06
MMP7,1.66E-09
CASP4,8.21E-07
DCUN1D5,0.97199487
CASP12,0.087712485
MMP13,2.17E-05
MMP27,2.35E-10
MMP8,1.18E-19
CASP5,8.11E-09
MMP1,2.49E-15
CARD17,0.000301792
MMP20,1.63E-08
CASP1,0.136798331
PDGFD,0.015948336
MMP3,3.50E-08
DYNC2H1,2.18E-21
CARD16,0.040164332
SLC35F2,0.009521677
RAB39A,0.00185649
ALKBH8,0.00282935
ATM,2.71E-30
KBTBD3,2.60E-05
ELMOD1,0.536337679
CWF19L2,9.65E-09
AASDHPPT,0.083941734
CARD18,0.048753747
ACAT1,0.001599516
MSANTD4,0.005461954
EXPH5,5.76E-21
C11orf65,8.78E-17
AP000889.3,0.007672919
CUL5,0.999964792
NPAT,0.142676569
SLN,0.393191121
GRIA4,0.98874921
GUCY1A2,0.377257493
KDELC2,1.57E-08
FDXACB1,3.15E-07
SIK2,0.999836809
LAYN,2.18E-06
ALG9,0.001225309
DDX10,5.42E-11
PPP2R1B,2.19E-07
C11orf1,7.81E-07
COLCA1,0.02661554
ZC3H12C,0.998726025
CRYAB,0.00909092
C11orf88,0.098613658
C11orf53,7.53E-05
BTG4,0.256389241
C11orf87,0.245098741
FDX1,0.083981628
POU2AF1,0.752817875
RDX,0.998954589
ARHGAP20,0.009020047
HSPB2,0.211781189
TIMM8B,0.226807933
TTC12,1.45E-07
C11orf57,0.913210186
PTS,0.001156188
TMPRSS5,2.58E-08
DLAT,6.68E-06
ANKK1,2.51E-08
DRD2,0.733263889
IL18,0.102774109
TEX12,0.133134682
ZW10,0.047262892
C11orf52,0.023724378
PIH1D2,0.000130201
DIXDC1,4.27E-06
BCO2,1.83E-13
SDHD,0.705440048
CLDN25,2.36E-09
NXPE4,2.75E-08
HTR3A,1.03E-09
HTR3B,6.15E-07
C11orf71,0.008424815
NXPE1,3.49E-10
NNMT,0.004279164
BUD13,0.002295428
REXO2,0.888428672
APOA4,3.58E-05
APOC3,0.000678026
ZBTB16,0.980087306
RBM7,0.769935289
USP28,0.031657505
CADM1,0.994386404
APOA5,1.38E-06
PAFAH1B2,0.962029472
NXPE2,0.244911849
SIK3,0.999882541
ZNF259,0.019303495
APOA1,0.048738376
SIDT2,0.002572401
AMICA1,0.004059094
SCN2B,0.133477243
TMPRSS13,6.09E-05
TAGLN,0.24153768
CEP164,9.67E-18
MPZL3,6.52E-09
TMPRSS4,1.20E-08
SCN4B,0.001535227
FXYD6-FXYD2,0.637758563
CD3E,0.302672925
FXYD2,0.698943754
PCSK7,0.191369613
RNF214,0.830018245
CD3D,0.006627946
FXYD6,0.829814384
MPZL2,1.22E-11
BACE1,0.944278809
DSCAML1,0.999999092
IL10RA,0.968345856
ARCN1,0.999850871
TRAPPC4,0.001323696
TREH,1.40E-14
CD3G,0.025030528
ATP5L,0.337891182
DDX6,0.998985996
UPK2,2.80E-06
KMT2A,1
BCL9L,0.998124599
CXCR5,0.16025379
PHLDB1,0.818580152
RPS25,0.809686936
FOXR1,0.002926578
CCDC84,4.70E-06
TTC36,0.507038898
TMEM25,0.000421369
IFT46,0.950870755
UBE4A,0.937619432
RP11-770J1.5,0.013934419
HYOU1,0.99977936
NLRX1,9.84E-22
CCDC153,0.154452993
HMBS,0.944813616
SLC37A4,0.000674732
USP2,0.185180862
C1QTNF5,0.830646789
MFRP,5.34E-08
THY1,0.164135342
DPAGT1,0.000187518
ABCG4,0.000455417
H2AFX,0.6204105
VPS11,0.223659482
HINFP,0.979628977
C2CD2L,0.99815174
RNF26,0.677950757
MCAM,0.054753129
PDZD3,3.36E-07
CBL,0.006787357
PVRL1,0.503155896
GRAMD1B,0.984850768
HSPA8,0.997882601
CLMP,3.02E-05
CRTAM,1.15E-06
BLID,0.590165692
ARHGEF12,0.999998926
SC5D,0.103132835
TECTA,1.06E-12
TMEM136,0.034871924
OAF,0.006168883
UBASH3B,0.988510645
SORL1,0.017414123
POU2F3,0.002888395
TBCEL,0.971498209
TRIM29,9.17E-05
GRIK4,0.630846158
C11orf63,1.16E-11
BSX,0.136321314
OR8G1,0.285950159
SCN3B,0.347297034
OR6X1,0.000346596
OR8G5,0.652742659
OR10G4,0.216924072
VWA5A,1.89E-15
OR10G9,0.007138452
OR10G8,0.636591633
OR10G7,0.007122109
OR8D4,0.050486338
OR8D2,0.616576837
ZNF202,0.138743298
TMEM225,0.541094557
OR6M1,0.001963648
OR6T1,7.96E-05
OR4D5,0.001867571
OR10S1,0.001889299
OR8D1,0.215921299
HEPN1,0.026229492
ROBO3,0.028612011
NRGN,0.536942023
ESAM,0.191978714
HEPACAM,0.630644861
VSIG2,0.000163566
ROBO4,1.67E-09
CCDC15,3.21E-16
OR8B4,0.707743835
TBRG1,8.03E-05
OR8B12,0.178075256
OR8B8,0.005555205
OR8B3,0.618283248
OR8A1,0.058828646
OR8B2,0.20571284
SIAE,2.59E-09
RP11-664I21.6,0.09709578
MSANTD2,0.709971707
PANX3,0.001881242
SPA17,0.006263474
SRPR,0.992611254
TMEM218,0.00149019
RPUSD4,0.006729138
PKNOX2,0.917368947
FEZ1,0.540112166
HYLS1,5.82E-05
CDON,3.05E-12
CHEK1,0.00024911
PUS3,1.09E-05
FAM118B,0.390427139
ACRV1,0.000432843
PATE1,7.59E-08
STT3A,0.978952343
DDX25,4.23E-09
SLC37A2,5.01E-10
EI24,0.965168319
PATE2,3.37E-05
KCNJ5,0.309232169
TP53AIP1,9.47E-07
ST14,0.852676553
PRDM10,0.998059991
TMEM45B,8.87E-07
APLP2,0.521618003
TIRAP,0.002669231
FLI1,0.819814084
ST3GAL4,0.439048571
ETS1,0.795176656
ARHGAP32,0.98708852
DCPS,0.001638024
KIRREL3,0.977505781
FOXRED1,4.09E-11
RP11-712L6.5,0.402528095
KCNJ1,0.001702479
BARX2,0.123464488
C11orf45,0.013711288
ZBTB44,0.992064124
NFRKB,0.752744578
NCAPD3,0.073152087
VPS26B,0.970719438
GLB1L2,1.45E-16
ADAMTS8,1.06E-08
ACAD8,1.17E-05
SNX19,9.83E-07
THYN1,1.40E-09
IGSF9B,0.999873394
NTM,0.525365694
OPCML,0.578155981
B3GAT1,0.789152807
JAM3,0.000178704
ADAMTS15,0.679914358
SPATA19,5.98E-05
GLB1L3,1.89E-13
WNT5B,0.835340309
IQSEC3,0.925104239
DCP1B,5.32E-07
WNK1,0.999999999
ADIPOR2,0.810597984
CACNA1C,0.999998433
FKBP4,0.927473131
SLC6A13,1.86E-08
ERC1,0.004123883
RAD52,2.38E-07
FBXL14,0.405270086
CCDC77,9.40E-15
LRTM2,0.739704571
SLC6A12,7.90E-07
B4GALNT3,1.06E-07
KDM5A,0.999994827
CACNA2D4,4.57E-22
NINJ2,0.020138862
NRIP2,9.12E-08
ITFG2,1.39E-06
EFCAB4B,0.003821791
CCND2,0.949000818
TULP3,0.001036889
PARP11,0.000159466
FOXM1,0.802589769
AKAP3,0.026332979
KCNA6,0.961132595
FGF23,0.027989665
RAD51AP1,0.022353284
GALNT8,1.87E-10
KCNA5,0.000687392
NDUFA9,0.542744184
C12orf5,0.691296681
DYRK4,3.80E-10
KCNA1,0.051801456
FGF6,0.000705758
RHNO1,0.000558185
PRMT8,0.958752744
C12orf4,9.83E-05
TSPAN9,0.779777701
IFFO1,0.020732349
VAMP1,0.673786666
MRPL51,0.066747198
TAPBPL,3.29E-07
ANO2,2.85E-18
TNFRSF1A,0.985476047
LPAR5,0.029642921
PLEKHG6,1.17E-10
GAPDH,0.180460004
CHD4,0.999999998
NTF3,0.854440385
CD9,0.147688595
VWF,1.52E-11
LTBR,0.42868315
ACRBP,1.88E-07
SCNN1A,9.40E-06
NCAPD2,5.93E-08
ING4,0.052101924
NOP2,0.048927642
CD27,0.266793353
GNB3,6.50E-09
USP5,0.996309625
ZNF384,0.94199644
SPSB2,0.125059417
C12orf57,0.060336064
MLF2,0.921484672
GPR162,0.017134388
PTMS,0.778967638
ATN1,0.998533107
CD4,0.001506887
LRRC23,0.000915909
LEPREL2,3.20E-08
PIANP,0.61950924
TPI1,0.581366832
PTPN6,0.999911915
COPS7A,0.922072581
CDCA3,0.913578465
ENO2,0.01857771
LAG3,0.109617011
PHB2,0.075835362
SLC2A14,0.989967414
RBP5,0.00181921
C1S,0.863410048
APOBEC1,0.000144862
CLEC4C,0.000999349
GDF3,0.081213215
CLSTN3,0.997857932
PEX5,0.401174868
LPCAT3,0.980678849
EMG1,0.010603896
CD163L1,2.22E-17
C1RL,0.000277417
ACSM4,4.67E-11
CD163,0.015136904
DPPA3,0.165194336
FOXJ2,0.998394612
C3AR1,4.69E-05
NANOG,0.911618852
SLC2A3,0.519822946
AICDA,0.001255502
CLEC4E,0.003558028
CD69,0.018883358
A2ML1,1.33E-22
A2M,0.000540115
CLEC6A,1.79E-06
PHC1,0.997152365
FAM90A1,6.49E-12
ZNF705A,0.05247837
M6PR,0.713025782
PZP,1.35E-21
CLEC4A,7.44E-07
CLEC2D,0.767944822
NECAP1,0.040911439
CLEC4D,0.000109415
MFAP5,0.348683723
KLRG1,0.058025611
CLECL1,1.65E-06
RIMKLB,0.911252634
KLRB1,4.43E-06
CLEC1A,2.08E-10
GABARAPL1,0.782335275
KLRD1,0.015657763
CLEC12B,0.000124716
CLEC12A,6.28E-06
CLEC7A,7.99E-08
NKG2-E,0.018189481
KLRC1,0.001175461
CLEC1B,0.000104171
CLEC9A,2.45E-05
KLRC4,0.001087349
KLRF1,0.00436476
KLRC2,0.004278232
CLEC2B,0.002731955
KLRC3,0.204478936
KLRK1,9.75E-10
TMEM52B,0.040180498
OLR1,0.297321524
TAS2R20,0.004476015
TAS2R19,0.004146198
TAS2R10,0.428565951
MAGOHB,0.041782997
TAS2R8,0.012468263
TAS2R7,0.023077451
EIF2S3L,0.147907105
PRR4,1.03E-05
YBX3,0.006628067
PRH2,0.595625943
TAS2R9,0.000278743
TAS2R14,0.001055428
TAS2R46,3.10E-08
PRH1,0.284195071
STYK1,1.54E-05
TAS2R31,2.54E-05
TAS2R13,0.579968727
TAS2R43,0.002104274
TAS2R50,1.89E-07
PRB4,8.85E-08
LOH12CR1,0.021632085
GPRC5A,8.03E-06
TAS2R42,0.002580997
MANSC1,0.000352736
DUSP16,0.112697836
HEBP1,8.07E-05
GPR19,0.348589814
PRB3,2.57E-07
CREBL2,0.623023672
BCL2L14,0.143123586
APOLD1,0.000507905
LRP6,0.99997833
CDKN1B,0.847005306
TAS2R30,0.001703148
PRB2,2.88E-14
GPRC5D,2.97E-05
ETV6,0.99522782
DDX47,1.14E-08
PRB1,2.09E-05
C12orf36,0.005374046
HIST4H4,0.260791363
KIAA1467,0.221017048
ART4,0.001451809
ERP27,1.11E-07
C12orf60,0.006292168
SMCO3,0.205394525
RERG,0.001164957
ARHGDIB,0.000280474
H2AFJ,0.765927442
PLBD1,9.67E-13
ATF7IP,0.999741038
MGP,0.006728334
GRIN2B,0.999994896
EMP1,0.411003666
PDE6H,0.006528713
GUCY2C,1.78E-18
GSG1,0.001349334
WBP11,0.999928146
PTPRO,0.30462609
CAPZA3,0.000212652
LMO3,0.434209084
PLCZ1,6.45E-10
DERA,0.03407648
SLCO1B7,4.92E-17
IAPP,0.166030146
SLCO1A2,5.58E-15
SLCO1B1,3.45E-16
STRAP,0.701829616
PLEKHA5,0.999999408
PDE3A,0.106612096
RERGL,5.32E-09
SLCO1B3,9.24E-17
PIK3C2G,9.19E-32
SLCO1C1,7.62E-06
EPS8,0.947393284
AEBP2,0.950982696
MGST1,0.014028944
LST3,2.46E-17
BCAT1,7.05E-06
C12orf77,0.002867739
CMAS,0.472364311
LYRM5,0.00088717
ETNK1,0.865130479
SOX5,0.999398884
KCNJ8,0.256769968
LRMP,0.020912707
KRAS,0.001061193
C12orf39,0.005505192
LDHB,2.03E-05
C2CD5,8.69E-07
CASC1,8.06E-12
ST8SIA1,0.211574644
PYROXD1,3.51E-07
GYS2,1.22E-14
RECQL,7.14E-13
GOLT1B,0.79838372
ABCC9,0.000700543
IFLTD1,2.39E-09
ITPR2,5.74E-11
STK38L,0.965893632
C12orf71,0.36033075
TM7SF3,0.089899598
RASSF8,0.84123634
SSPN,0.753322775
PPFIBP1,2.10E-12
MED21,0.0580451
CCDC91,3.15E-05
FGFR1OP2,0.429728003
REP15,0.001398952
MRPS35,0.040928275
ASUN,0.998587604
PTHLH,0.921296518
ARNTL2,2.37E-06
KLHL42,0.438781824
DNM1L,0.176947822
ERGIC2,0.320357206
AMN1,0.020102656
TMTC1,3.06E-07
FAM60A,0.93695984
METTL20,5.20E-05
CAPRIN2,0.012089127
DENND5B,0.999945504
YARS2,6.88E-06
FGD4,0.335778542
BICD1,0.144785241
H3F3C,0.297369302
FAR2,0.922173888
TSPAN11,2.96E-05
OVCH1,1.53E-28
KIAA1551,0.036491109
IPO8,0.979783803
PDZRN4,0.070852773
LRRK2,7.56E-14
KIF21A,6.18E-05
PKP2,6.14E-10
C12orf40,1.15E-19
ZCRB1,0.000953936
SLC2A13,0.956100909
PUS7L,1.57E-06
CNTN1,0.9999892
ADAMTS20,4.85E-26
ALG10B,0.000152772
ALG10,0.005749135
PPHLN1,7.58E-05
GXYLT1,0.987483161
CPNE8,0.078004273
SYT10,0.123246845
YAF2,0.842513636
PRICKLE1,0.991966859
ABCD2,2.97E-06
SLC38A2,0.969357
AC004466.1,0.000546042
ENDOU,6.22E-12
SLC48A1,0.437511991
SLC38A1,0.975432123
TMEM117,3.57E-05
IRAK4,0.000576872
DBX2,4.42E-08
RPAP3,0.14030954
ARID2,0.999999053
ANO6,4.52E-20
SCAF11,0.999681331
AMIGO2,0.545241647
NELL2,0.999853572
VDR,0.392125212
TWF1,0.007963693
HDAC7,0.998019873
SLC38A4,0.942982186
RAPGEF3,2.10E-15
PCED1B,0.008266127
LALBA,0.395945445
ADCY6,0.596680215
H1FNT,0.005066233
KANSL2,0.404028497
ASB8,0.01802853
PFKM,6.03E-07
ZNF641,0.228415943
TMEM106C,3.96E-06
OR10AD1,0.003516762
C12orf68,0.625470826
CCNT1,0.995809373
OR8S1,3.08E-06
C12orf54,0.004167354
SENP1,0.993896902
ANP32D,0.147937099
COL2A1,0.999999986
DHH,0.259714235
TUBA1C,0.84015077
TUBA1B,0.828418235
DDN,0.986679784
TROAP,3.02E-07
CCDC65,9.60E-07
DDX23,0.999558303
RHEBL1,3.29E-06
ARF3,0.622731324
RND1,0.965631678
FKBP11,2.23E-05
LMBR1L,2.18E-06
PRPH,5.05E-10
CACNB3,0.049583653
WNT1,0.101878962
TUBA1A,0.836535571
PRKAG1,0.001637087
WNT10B,0.003998126
KMT2D,1
RP11-302B13.5,0.630270461
PRPF40B,0.988653394
NCKAP5L,0.565619252
RACGAP1,0.786373401
AQP6,0.211427985
FAM186B,2.40E-12
MCRS1,0.066535626
TMBIM6,0.016169744
FAIM2,0.619353001
SPATS2,0.98965126
BCDIN3D,0.005039148
AQP5,0.004385484
C1QL4,0.621177258
SMARCD1,0.9995273
COX14,0.193248417
GPD1,0.147319093
AQP2,4.18E-06
DNAJC22,1.11E-05
ASIC1,0.988325492
KCNH3,0.999889995
FMNL3,0.356499504
GALNT6,1.66E-06
LETMD1,0.793860582
POU6F1,0.907559367
DAZAP2,0.52754374
LARP4,0.994628856
BIN2,0.000209938
ATF1,0.663831054
CERS5,1.31E-05
TFCP2,0.000102419
SMAGP,0.045174611
METTL7A,0.005518765
SLC11A2,0.006235237
HIGD1C,2.42E-05
TMPRSS12,0.003116275
CSRNP2,0.950516344
CELA1,0.129951932
DIP2B,0.999668382
LIMA1,1.28E-07
SLC4A8,0.999867374
KRT75,5.14E-07
KRT81,2.16E-07
KRT82,2.61E-16
KRT85,0.001109146
ACVRL1,0.007941072
KRT6C,4.11E-12
KRT6B,0.004792655
C12orf44,0.731720305
KRT86,3.64E-05
ACVR1B,0.998904331
KRT80,5.43E-05
KRT6A,0.948763036
KRT83,1.70E-10
KRT7,2.79E-09
ANKRD33,1.96E-14
NR4A1,0.959497621
SCN8A,0.99999829
KRT84,9.43E-07
GRASP,0.930936502
KRT73,2.01E-11
KRT1,0.973618209
KRT3,1.93E-06
KRT78,2.06E-08
KRT76,6.27E-07
KRT8,5.61E-06
EIF4B,0.999986524
KRT18,0.624782588
KRT79,2.99E-10
KRT2,0.067349919
IGFBP6,0.092331337
KRT5,0.469327658
KRT77,1.05E-06
KRT71,3.13E-08
SPRYD3,0.946942478
TENC1,0.000160117
KRT72,3.07E-05
SOAT2,9.10E-18
KRT4,0.000566043
KRT74,8.40E-09
RARG,0.970063074
PRR13,0.634332002
CSAD,2.48E-06
AMHR2,5.93E-07
NPFF,0.000253702
C12orf10,2.44E-06
TARBP2,0.446803724
RP11-793H13.10,0.48088645
ATF7,0.983314715
MFSD5,0.102466255
ITGB7,0.002654239
SP7,0.663143307
MAP3K12,0.999981813
PFDN5,0.043385561
ATP5G2,0.000275239
SP1,0.997637149
AAAS,4.54E-10
ESPL1,0.999999918
ZNF740,0.653748288
PCBP2,0.98703033
CALCOCO1,0.171891881
GPR84,2.72E-07
SMUG1,0.001230088
HOXC12,1.89E-09
ITGA5,0.999798063
NCKAP1L,0.990439664
HOXC4,0.311491216
HOXC13,0.379358816
HOXC9,0.128099662
HOXC10,0.648346218
HOXC5,0.039073776
HNRNPA1,0.966614388
GTSF1,0.513379498
NFE2,0.688914374
ZNF385A,0.848554694
HOXC11,0.078695281
CBX5,0.835000939
COPZ1,0.890701153
HOXC8,0.392360836
HOXC6,0.907689925
LACRT,8.88E-05
PPP1R1A,0.008576141
TESPA1,1.92E-05
OR9K2,9.75E-05
PDE1B,0.946737284
OR6C76,0.001021771
DCD,0.003610671
OR6C4,1.10E-07
OR6C74,0.078008695
OR6C75,0.048477564
OR6C1,0.012385871
OR6C70,1.41E-05
OR6C3,0.00012312
OR10A7,0.268100024
OR6C6,0.065837551
OR6C2,0.65829342
OR6C65,0.001061487
MUCL1,1.15E-05
NEUROD4,0.140552619
OR6C68,0.000123417
OR2AP1,0.002903946
RP11-644F5.10,0.038610316
PMEL,1.12E-07
SARNP,0.989074046
DGKA,0.999250949
WIBG,0.862135667
CDK2,0.958299189
SUOX,0.002084769
RDH5,3.11E-06
BLOC1S1,0.205801576
ORMDL2,0.150868778
RAB5B,0.215698854
METTL7B,0.522330681
ITGA7,1.81E-09
OR10P1,0.019235079
IKZF4,0.953608121
MMP19,1.45E-13
DNAJC14,0.999707755
CD63,0.007160776
GDF11,0.963838119
STAT2,0.041094737
NABP2,0.956804648
ESYT1,2.14E-07
ERBB3,4.36E-06
RPS26,0.753342825
PA2G4,0.998000991
SMARCC2,0.999999989
IL23A,0.842438306
APOF,0.019338008
MYL6B,0.003733811
ZC3H10,0.792020464
CS,0.999828376
PAN2,0.946674807
RPL41,0.041529599
MYL6,0.25661637
SLC39A5,1.21E-07
CNPY2,0.030095347
COQ10A,0.121096484
RNF41,0.856083577
ANKRD52,0.999987967
RBMS2,0.002914798
NACA,0.020338217
ATP5B,0.99163507
TMEM194A,0.029089664
BAZ2A,0.999999726
NAB2,0.987535198
HSD17B6,0.381986471
PRIM1,0.026897939
SPRYD4,0.000589212
PTGES3,0.87136585
TAC3,0.040450005
MIP,0.677914765
MYO1A,1.95E-35
TIMELESS,1.04E-25
GPR182,0.000859696
SDR9C7,0.013528777
RDH16,8.60E-05
GLS2,0.000987122
ZBTB39,0.00973093
NDUFA4L2,0.014252375
STAC3,0.004878302
GLI1,1.95E-06
DDIT3,0.515502017
KIF5A,0.999979703
DCTN2,0.996367311
MARS,2.74E-12
LRP1,1
ARHGAP9,2.89E-09
DTX3,0.921137255
SHMT2,0.007487535
PIP4K2C,0.013378735
MBD6,0.9636575
ARHGEF25,5.18E-06
STAT6,0.100774662
INHBC,0.083686117
NXPH4,0.462095794
INHBE,7.68E-06
R3HDM2,0.995928589
LRIG3,0.426287753
B4GALNT1,0.056073773
CDK4,0.932016916
OS9,1.13E-07
METTL21B,0.00509294
XRCC6BP1,0.00463367
CYP27B1,3.60E-06
AGAP2-AS1,0.042344909
AGAP2,0.999218902
SLC26A10,1.17E-09
AVIL,1.03E-10
METTL1,0.005915617
TSPAN31,0.32725853
MARCH9,0.350280136
FAM19A2,0.54745717
SLC16A7,0.001785766
CTDSP2,0.397665011
TSFM,9.80E-08
DPY19L2,7.03E-05
LEMD3,0.998968435
XPOT,0.997933923
RASSF3,0.001597862
TMEM5,1.85E-06
WIF1,2.42E-05
MON2,0.982708263
USP15,0.990365016
TBK1,0.995096971
C12orf56,2.91E-11
GNS,0.082905296
MSRB3,0.007026796
C12orf61,0.054528196
PPM1H,0.855024041
SRGAP1,0.987851405
AVPR1A,1.29E-05
C12orf66,0.7577885
HMGA2,0.733852104
MDM1,5.78E-08
LYZ,0.001375517
DYRK2,0.979337329
GRIP1,0.916894968
SLC35E3,0.000406779
RAP1B,0.936825076
CPM,8.07E-07
MDM2,0.995410848
LLPH,0.341447375
NUP107,1.20E-06
IL26,0.052761762
TMBIM4,0.002079962
IRAK3,3.58E-15
YEATS4,0.098738789
IL22,0.490718396
CPSF6,0.99911368
CAND1,0.999927001
IFNG,0.020446566
HELB,2.02E-13
CCT2,0.999501007
TSPAN8,0.008694721
FRS2,0.979070203
TMEM19,0.001380694
TPH2,0.696911876
KCNMB4,0.829402296
PTPRB,0.943502941
ZFC3H1,1
RAB21,0.882341696
CNOT2,0.999868597
RAB3IP,0.016752943
THAP2,5.17E-05
BEST3,3.69E-17
TRHDE,0.080996509
LRRC10,0.009191766
PTPRR,0.000430476
LGR5,1.14E-05
TBC1D15,0.148718809
GLIPR1L1,0.003663385
ZDHHC17,0.998394624
PPP1R12A,0.999179084
KRR1,0.019350581
SYT1,0.837180355
ATXN7L3B,0.097960612
E2F7,0.423130676
GLIPR1,1.05E-09
BBS10,6.78E-09
KCNC2,0.003596818
CSRP2,0.000305232
NAP1L1,0.993880985
GLIPR1L2,0.003108624
OSBPL8,0.988348146
PHLDA1,0.166867883
OTOGL,3.73E-31
NAV3,0.999999399
CAPS2,2.65E-09
PAWR,0.442459925
MGAT4C,0.011169053
ALX1,0.60032616
C12orf50,0.000154448
METTL25,1.65E-07
PPFIA2,0.999975972
SLC6A15,0.002262596
TMTC2,0.863100806
CCDC59,0.000680495
LRRIQ1,6.85E-19
CEP290,1.04E-34
TSPAN19,2.64E-09
ACSS3,3.00E-11
C12orf29,2.46E-05
TMTC3,0.009052132
KITLG,0.508530402
RASSF9,7.70E-05
NTS,7.97E-06
LIN7A,0.041148496
MYF5,0.001903405
MYF6,0.076286043
PLEKHG7,3.68E-11
LUM,0.101924741
DUSP6,0.911205141
KERA,0.00041437
CLLU1OS,0.05273188
DCN,0.457565653
CCER1,4.85E-07
MRPL42,0.027881567
POC1B-GALNT4,0.037596493
POC1B,5.89E-05
C12orf74,0.000522237
ATP2B1,0.999997542
UBE2N,0.787720768
GALNT4,0.112929757
EPYC,5.05E-05
NUDT4,0.164174989
EEA1,0.697358815
CLLU1,0.041368284
BTG1,0.483157589
HAL,5.91E-17
TMCC3,0.000392184
PLXNC1,0.99971484
NR2C1,0.982333197
LTA4H,0.049421819
CRADD,0.731812881
FGD6,0.995227689
CCDC41,8.74E-09
USP44,1.46E-09
SOCS2,0.098530408
CCDC38,1.57E-08
NTN4,0.994426785
METAP2,0.906382727
SNRPF,0.734661648
AMDHD1,2.47E-06
RP11-1105G2.3,0.337743807
ELK3,0.101741246
VEZT,0.025936851
NDUFA12,0.002015993
ACTR6,0.004685943
UHRF1BP1L,0.989377601
ANO4,0.844044637
APAF1,3.82E-05
TMPO,0.000659536
C12orf55,9.30E-13
SLC17A8,0.04492625
GAS2L3,0.000258593
FAM71C,0.029997997
UTP20,0.170231063
NEDD1,0.221564199
SLC25A3,0.071557649
ANKS1B,0.992771668
SCYL2,0.931828671
DEPDC4,4.10E-09
NR1H4,0.161696751
SLC5A8,2.86E-11
CDK17,0.988843485
IKBIP,9.59E-05
HSP90B1,0.987843129
PMCH,0.115285756
SPIC,0.118412348
STAB2,4.18E-28
C12orf42,2.29E-07
CHPT1,0.003570477
PARPBP,9.67E-13
NT5DC3,0.000112402
ASCL1,0.36473946
GNPTAB,4.23E-06
IGF1,0.469523496
CCDC53,0.035125929
MYBPC1,0.657926418
PAH,1.20E-10
DRAM1,0.080700077
ARL1,0.480262743
SYCP3,5.53E-05
NUP37,0.000998328
HCFC2,0.994468276
CHST11,0.398388041
TCP11L2,7.49E-07
POLR3B,2.73E-09
NUAK1,0.189029673
TDG,0.000922352
CKAP4,0.891862494
RFX4,0.999662759
EID3,0.237610982
SLC41A2,0.913051821
APPL2,3.53E-09
KIAA1033,0.155503529
NFYB,0.003273758
TXNRD1,0.002337547
GLT8D2,3.34E-07
C12orf45,0.389486545
ALDH1L2,3.50E-11
RP11-144F15.1,0.021976295
ISCU,0.135947771
CORO1C,0.997273678
SART3,0.991709385
PWP1,1.85E-05
ASCL4,0.247411889
MTERFD3,2.52E-06
ALKBH2,0.000816686
RIC8B,0.997486827
CMKLR1,0.068526963
CRY1,4.24E-07
SELPLG,0.004954425
WSCD2,0.494025684
FICD,0.006385822
TMEM119,0.009567375
BTBD11,0.993432981
USP30,0.309014179
DAO,9.26E-15
PRDM4,0.833196848
SSH1,0.987158741
C12orf23,0.20050487
MYO1H,2.92E-17
TRPV4,7.32E-06
ATP2A2,0.998230939
ANAPC7,0.99925787
FOXN4,0.13306055
GPN3,0.000100472
FAM222A,0.400389072
C12orf76,0.000101301
KCTD10,0.172669813
ANKRD13A,0.350624809
